puzzleid,date_posted,title,author,difficulty,players_solved,mean_sol_len,mode_sol_len,min_sol_len,likes,dislikes,datetime_posted,year,month,day,yearindays,monthindays,day_posted
3333,2/8/2012 2:47:59 PM,PLTW Puzzle 3,pltwq,1.39,179,12.5139664804,10,10,23,25,2012-02-08 14:47:59,4,2,8,1460,31,1499
3332,2/8/2012 2:37:06 PM,PLTW Puzzle 1,pltwq,1.31,1604,8.4993765586,7,7,260,100,2012-02-08 14:37:06,4,2,8,1460,31,1499
3331,2/8/2012 1:54:10 PM,How about iTTTT!,aidanwatkins,1.3,442,4,4,4,71,30,2012-02-08 13:54:10,4,2,8,1460,31,1499
3330,2/8/2012 1:39:36 PM,joga,aidanwatkins,1.44,30,1.3666666667,1,1,0,10,2012-02-08 13:39:36,4,2,8,1460,31,1499
3329,2/8/2012 11:45:06 AM,Scratching Post,axorion,3,9,26.3333333333,26,21,3,0,2012-02-08 11:45:06,4,2,8,1460,31,1499
3328,2/8/2012 9:46:36 AM,Purdue Sucks,matt4jesus07,1.3,1264,4.644778481,3,3,80,42,2012-02-08 09:46:36,4,2,8,1460,31,1499
3327,2/7/2012 11:38:52 AM,Journey to the center of the Earth,shaggy12,3.13,12,28.75,26,19,7,2,2012-02-07 11:38:52,4,2,7,1460,31,1498
3326,2/4/2012 2:43:05 PM,Number Sign,azure,4.67,7,10,10,10,3,1,2012-02-04 14:43:05,4,2,4,1460,31,1495
3325,2/4/2012 1:25:42 AM,Counterintuitive,axorion,3.5,10,8,8,8,3,2,2012-02-04 01:25:42,4,2,4,1460,31,1495
3324,2/3/2012 11:31:23 PM,reuse me,bkb0927,1.42,259,13.5945945946,12,9,36,24,2012-02-03 23:31:23,4,2,3,1460,31,1494
3323,2/3/2012 5:45:07 PM,staples.........that was easy,bkb0927,1.78,90,18.9,18,12,16,6,2012-02-03 17:45:07,4,2,3,1460,31,1494
3322,2/2/2012 4:45:02 PM,Mini USA Ish Thing,wuzap,1.43,238,15.5546218487,17,7,32,27,2012-02-02 16:45:02,4,2,2,1460,31,1493
3321,2/2/2012 11:57:34 AM,trollex,santiagozubr,1.73,24,1.8333333333,1,1,1,9,2012-02-02 11:57:34,4,2,2,1460,31,1493
3320,2/2/2012 11:56:48 AM,dxg,santiagozubr,1.4,21,4.2380952381,3,3,1,9,2012-02-02 11:56:48,4,2,2,1460,31,1493
3319,2/2/2012 11:54:14 AM,hp,santiagozubr,1.44,29,1.724137931,1,1,1,10,2012-02-02 11:54:14,4,2,2,1460,31,1493
3318,1/31/2012 6:37:28 PM,abc easy as 123,matt4jesus07,1.4,43,4,4,4,5,13,2012-01-31 18:37:28,4,1,31,1460,0,1491
3317,1/31/2012 5:03:51 PM,Triple Loop,andres,1.61,1069,4.0449017774,4,4,52,27,2012-01-31 17:03:51,4,1,31,1460,0,1491
3316,1/31/2012 9:37:50 AM,Baylor Rocks,matt4jesus07,1.32,799,4.1476846058,4,4,139,46,2012-01-31 09:37:50,4,1,31,1460,0,1491
3315,1/31/2012 7:39:36 AM,Morning Glory II,shaggy12,2.67,23,12,12,12,8,1,2012-01-31 07:39:36,4,1,31,1460,0,1491
3314,1/30/2012 8:13:02 PM,?????????,matt4jesus07,1.67,1032,8.1182170543,4,4,43,20,2012-01-30 20:13:02,4,1,30,1460,0,1490
3313,1/30/2012 8:07:55 PM,Bwahahahahahahahahaha,matt4jesus07,1.5,1025,3.2312195122,3,3,56,19,2012-01-30 20:07:55,4,1,30,1460,0,1490
3312,1/30/2012 7:11:04 PM,tehe,matt4jesus07,1.8,27,1,1,1,0,11,2012-01-30 19:11:04,4,1,30,1460,0,1490
3311,1/30/2012 7:09:48 PM,My Puzzle #2,andres,1.31,2226,4.1262353998,4,4,376,102,2012-01-30 19:09:48,4,1,30,1460,0,1490
3310,1/30/2012 7:00:06 PM,Pride,andres,1.31,42,4.1904761905,4,4,5,11,2012-01-30 19:00:06,4,1,30,1460,0,1490
3309,1/29/2012 6:56:02 AM,Electricity,shaggy12,4,8,23,23,23,2,0,2012-01-29 06:56:02,4,1,29,1460,0,1489
3308,1/28/2012 9:38:38 AM,Morning glory,shaggy12,3.1,15,13,13,13,7,2,2012-01-28 09:38:38,4,1,28,1460,0,1488
3307,1/27/2012 11:12:30 AM,boss,carter,1.4,33,1,1,1,0,10,2012-01-27 11:12:30,4,1,27,1460,0,1487
3306,1/27/2012 11:09:37 AM,brain picker,carter,1.4,33,1,1,1,1,10,2012-01-27 11:09:37,4,1,27,1460,0,1487
3305,1/26/2012 12:10:08 PM,Magnetization,shaggy12,2.9,21,15.4761904762,15,14,6,1,2012-01-26 12:10:08,4,1,26,1460,0,1486
3304,1/26/2012 11:31:32 AM,fff,talll85,1.36,28,3.5,3,3,1,9,2012-01-26 11:31:32,4,1,26,1460,0,1486
3303,1/25/2012 11:47:05 AM,Flame,shaggy12,3.14,12,14.3333333333,14,14,7,0,2012-01-25 11:47:05,4,1,25,1460,0,1485
3302,1/21/2012 11:38:58 PM,Test  1,morepowerfull,3.05,52,11.5384615385,13,8,17,1,2012-01-21 23:38:58,4,1,21,1460,0,1481
3301,1/21/2012 3:25:33 AM,Pinwheel 2,azure,3.13,19,8,8,8,6,2,2012-01-21 03:25:33,4,1,21,1460,0,1481
3300,1/21/2012 3:08:12 AM,Pinwheel,azure,3,26,9,9,9,11,0,2012-01-21 03:08:12,4,1,21,1460,0,1481
3299,1/20/2012 6:29:22 PM,Juggernaut,benjaminrr,2.59,55,11,11,11,14,0,2012-01-20 18:29:22,4,1,20,1460,0,1480
3298,1/20/2012 2:46:14 PM,Jongleur,shaggy12,3.14,12,21,21,21,4,0,2012-01-20 14:46:14,4,1,20,1460,0,1480
3297,1/19/2012 5:12:33 PM,whoops,allurs,2.67,5,17,18,13,1,2,2012-01-19 17:12:33,4,1,19,1460,0,1479
3296,1/18/2012 3:41:45 AM,Translation and stacking,shaggy12,3.67,7,15,15,15,2,1,2012-01-18 03:41:45,4,1,18,1460,0,1478
3295,1/15/2012 11:47:52 PM,C,mohre,2.92,45,8.4,7,7,10,0,2012-01-15 23:47:52,4,1,15,1460,0,1475
3294,1/14/2012 7:08:11 PM,Routine Exercise,axorion,3.25,12,20.5833333333,20,20,6,1,2012-01-14 19:08:11,4,1,14,1460,0,1474
3293,1/14/2012 11:30:33 AM,Pedestrian,axorion,3.08,27,7,7,7,9,2,2012-01-14 11:30:33,4,1,14,1460,0,1474
3292,1/13/2012 4:44:31 PM,Tepidity -- Ninja Star,benjaminrr,1.65,457,7.8336980306,8,7,54,5,2012-01-13 16:44:31,4,1,13,1460,0,1473
3291,1/13/2012 4:43:25 PM,Tepidity -- Cross,benjaminrr,1.76,240,7.725,8,7,39,4,2012-01-13 16:43:25,4,1,13,1460,0,1473
3290,1/13/2012 4:42:12 PM,Tepidity -- Hallow Square,benjaminrr,1.8,176,7.7329545455,8,7,34,6,2012-01-13 16:42:12,4,1,13,1460,0,1473
3289,1/13/2012 4:39:50 PM,Tepidity -- Solid Square,benjaminrr,2.76,68,8,8,8,19,1,2012-01-13 16:39:50,4,1,13,1460,0,1473
3288,1/13/2012 4:16:35 PM,Big Nose Larry,carter,1.39,339,22.1740412979,17,14,43,40,2012-01-13 16:16:35,4,1,13,1460,0,1473
3287,1/13/2012 4:07:55 PM,brain picker,carter,1.5,28,1,1,1,0,10,2012-01-13 16:07:55,4,1,13,1460,0,1473
3286,1/13/2012 4:06:31 PM,Run Of The Mill,axorion,3.15,32,7,7,7,12,3,2012-01-13 16:06:31,4,1,13,1460,0,1473
3285,1/12/2012 2:06:36 PM,Groove Coverage III,shaggy12,4.33,6,20,20,20,2,1,2012-01-12 14:06:36,4,1,12,1460,0,1472
3284,1/12/2012 2:02:58 PM,Groove Coverage II,shaggy12,4,5,25.8,25,25,2,0,2012-01-12 14:02:58,4,1,12,1460,0,1472
3283,1/11/2012 8:53:38 AM,Best selection II,shaggy12,4,6,26,27,24,1,0,2012-01-11 08:53:38,4,1,11,1460,0,1471
3282,1/11/2012 7:31:37 AM,Best Selection,shaggy12,3.57,11,21.8181818182,21,21,6,0,2012-01-11 07:31:37,4,1,11,1460,0,1471
3281,1/10/2012 10:19:38 PM,Colorful,jaluk8,2.57,16,6.5,6,6,3,0,2012-01-10 22:19:38,4,1,10,1460,0,1470
3280,1/10/2012 2:58:47 PM,Flizzy Flozzy,axorion,3.33,4,10.5,10,10,3,0,2012-01-10 14:58:47,4,1,10,1460,0,1470
3279,1/8/2012 12:48:37 PM,jdhcfhsdifhj,ran1,1.43,59,5.6949152542,6,5,7,13,2012-01-08 12:48:37,4,1,8,1460,0,1468
3278,1/7/2012 7:56:20 PM,RGB,axorion,3,17,17.1764705882,19,15,8,0,2012-01-07 19:56:20,4,1,7,1460,0,1467
3277,1/4/2012 2:32:28 PM,Can you find the Pattern?,mohre,4,9,11.1111111111,11,11,3,1,2012-01-04 14:32:28,4,1,4,1460,0,1464
3276,1/4/2012 1:12:58 PM,Binary Snake,sticky,3.75,7,22.7142857143,22,22,3,0,2012-01-04 13:12:58,4,1,4,1460,0,1464
3275,1/4/2012 4:04:35 AM,8,mohre,1.71,166,5,5,5,36,5,2012-01-04 04:04:35,4,1,4,1460,0,1464
3274,1/2/2012 2:57:56 PM,Groove coverage,shaggy12,3.2,7,31.1428571429,30,27,3,0,2012-01-02 14:57:56,4,1,2,1460,0,1462
3273,1/2/2012 11:53:45 AM,????,mohre,1.63,166,4.1265060241,4,4,35,12,2012-01-02 11:53:45,4,1,2,1460,0,1462
3272,12/31/2011 6:17:57 PM,Store Length III,benjaminrr,1.5,48,23.1666666667,23,12,4,12,2011-12-31 18:17:57,3,12,31,1095,334,1460
3271,12/31/2011 5:14:01 PM,Gromole's Lock,benjaminrr,2.67,12,29.0833333333,0,26,6,0,2011-12-31 17:14:01,3,12,31,1095,334,1460
3270,12/31/2011 2:48:50 PM,Torn Paper,benjaminrr,3.07,29,16.4137931034,17,9,13,0,2011-12-31 14:48:50,3,12,31,1095,334,1460
3269,12/31/2011 7:00:32 AM,Snippets,axorion,3.38,15,22,22,22,6,0,2011-12-31 07:00:32,3,12,31,1095,334,1460
3268,12/31/2011 5:45:08 AM,BFS,shaggy12,3,7,23.8571428571,0,21,3,0,2011-12-31 05:45:08,3,12,31,1095,334,1460
3267,12/31/2011 2:05:50 AM,X,mohre,2.24,147,12.4557823129,13,9,29,1,2011-12-31 02:05:50,3,12,31,1095,334,1460
3266,12/31/2011 2:02:48 AM,X,mohre,1.85,111,12.6756756757,13,9,22,3,2011-12-31 02:02:48,3,12,31,1095,334,1460
3265,12/29/2011 6:13:45 AM,Red Fox II,shaggy12,3.5,6,13.5,0,11,2,1,2011-12-29 06:13:45,3,12,29,1095,334,1458
3264,12/27/2011 8:46:01 AM,Difference,vv91,2.75,9,8.4444444444,8,8,3,2,2011-12-27 08:46:01,3,12,27,1095,334,1456
3263,12/27/2011 3:23:36 AM,Second Time,vv91,2.38,16,14.875,16,10,3,5,2011-12-27 03:23:36,3,12,27,1095,334,1456
3262,12/27/2011 1:49:17 AM,Trichotomy II,vv91,3.25,7,10.8571428571,9,9,2,1,2011-12-27 01:49:17,3,12,27,1095,334,1456
3261,12/26/2011 11:31:37 AM,Red fox,shaggy12,2.67,19,9.1052631579,7,7,7,2,2011-12-26 11:31:37,3,12,26,1095,334,1455
3260,12/26/2011 11:29:12 AM,Christmas Gifts,benjaminrr,2.35,42,26.0476190476,27,14,14,3,2011-12-26 11:29:12,3,12,26,1095,334,1455
3259,12/23/2011 12:40:17 PM,Dagur is best! jiibbiii!,thepuzzleman,1.36,495,4,4,4,84,36,2011-12-23 12:40:17,3,12,23,1095,334,1452
3258,12/23/2011 12:32:14 PM,"Wow,man!",thepuzzleman,1.47,139,4,4,4,25,12,2011-12-23 12:32:14,3,12,23,1095,334,1452
3257,12/23/2011 10:50:12 AM,Beginner helper 2!,thepuzzleman,1.45,33,3,3,3,2,8,2011-12-23 10:50:12,3,12,23,1095,334,1452
3256,12/23/2011 10:42:32 AM,The beginner helper!,thepuzzleman,1.09,31,3.1612903226,3,3,2,8,2011-12-23 10:42:32,3,12,23,1095,334,1452
3255,12/23/2011 9:26:00 AM,Trichotomy,vv91,3,13,13.4615384615,14,12,4,1,2011-12-23 09:26:00,3,12,23,1095,334,1452
3254,12/22/2011 6:29:03 AM,Christmas spirit,shaggy12,2.5,29,22.724137931,25,16,6,0,2011-12-22 06:29:03,3,12,22,1095,334,1451
3253,12/21/2011 5:30:37 AM,eww?,alan_martinez,1.36,26,7.0384615385,3,3,0,11,2011-12-21 05:30:37,3,12,21,1095,334,1450
3252,12/17/2011 2:59:24 PM,Fuck,uzumaxy,1.29,34,4.2058823529,4,4,1,10,2011-12-17 14:59:24,3,12,17,1095,334,1446
3251,12/17/2011 2:07:14 PM,Two-line color,uzumaxy,1.72,195,5,5,5,40,5,2011-12-17 14:07:14,3,12,17,1095,334,1446
3250,12/17/2011 1:57:00 PM,Two-color line,uzumaxy,1.47,34,5,5,5,3,9,2011-12-17 13:57:00,3,12,17,1095,334,1446
3249,12/17/2011 1:44:36 PM,Easy Spiral,uzumaxy,1.72,171,4,4,4,37,9,2011-12-17 13:44:36,3,12,17,1095,334,1446
3248,12/13/2011 4:46:45 PM,Spiral Manufacturing,benjaminrr,2.69,21,27,29,17,9,2,2011-12-13 16:46:45,3,12,13,1095,334,1442
3247,12/13/2011 12:36:24 PM,Night sky full of stars,shaggy12,3.75,5,15.6,16,15,0,0,2011-12-13 12:36:24,3,12,13,1095,334,1442
3246,12/12/2011 2:13:45 PM,Logarithmic Spiral,shaggy12,3.2,6,22.5,23,20,3,1,2011-12-12 14:13:45,3,12,12,1095,334,1441
3245,12/11/2011 4:34:34 PM,Random 4,mathgoat,3.08,28,6,6,6,6,3,2011-12-11 16:34:34,3,12,11,1095,334,1440
3244,12/11/2011 4:21:02 PM,Rogue the 2nd,benjaminrr,3.5,7,13.2857142857,12,12,1,0,2011-12-11 16:21:02,3,12,11,1095,334,1440
3243,12/10/2011 2:15:43 PM,JIRA-issues,kraker,3.25,8,22.125,0,18,4,0,2011-12-10 14:15:43,3,12,10,1095,334,1439
3242,12/10/2011 12:55:24 PM,Robbing the bank,shaggy12,4,5,17.8,18,16,0,2,2011-12-10 12:55:24,3,12,10,1095,334,1439
3241,12/10/2011 1:33:09 AM,Sweet Nectar,benjaminrr,2.92,39,6,6,6,8,0,2011-12-10 01:33:09,3,12,10,1095,334,1439
3240,12/8/2011 9:32:36 PM,Selective Manufacturing,benjaminrr,3.38,21,28.1428571429,30,22,12,0,2011-12-08 21:32:36,3,12,8,1095,334,1437
3239,12/8/2011 2:22:42 PM,Pumping it up,kraker,3.75,5,13,13,12,1,0,2011-12-08 14:22:42,3,12,8,1095,334,1437
3238,12/7/2011 3:52:07 PM,Sky full with stars,shaggy12,3.2,6,16.6666666667,18,13,1,1,2011-12-07 15:52:07,3,12,7,1095,334,1436
3237,12/7/2011 12:34:05 AM,UFC Ring,carrben12,3,28,10.8214285714,5,5,7,1,2011-12-07 00:34:05,3,12,7,1095,334,1436
3236,12/6/2011 9:04:44 PM,Wide Path (From the Middle),carrben12,2.67,29,5.275862069,5,5,4,2,2011-12-06 21:04:44,3,12,6,1095,334,1435
3235,12/6/2011 10:27:14 AM,Street traffic,shaggy12,2.56,18,7.2777777778,7,7,7,1,2011-12-06 10:27:14,3,12,6,1095,334,1435
3234,12/5/2011 8:25:14 PM,df,santiagozubr,1.55,223,4.5426008969,4,4,39,20,2011-12-05 20:25:14,3,12,5,1095,334,1434
3233,12/5/2011 9:39:50 AM,Southern Cross,vitalstatistic,2.83,16,8.125,7,7,5,0,2011-12-05 09:39:50,3,12,5,1095,334,1434
3232,12/4/2011 10:48:02 AM,Random 3,mathgoat,2.6,32,5,5,5,5,6,2011-12-04 10:48:02,3,12,4,1095,334,1433
3231,12/4/2011 10:05:32 AM,Random 2,mathgoat,2.05,66,5.303030303,5,5,12,9,2011-12-04 10:05:32,3,12,4,1095,334,1433
3230,12/4/2011 9:39:23 AM,Random,mathgoat,3,16,7.0625,7,7,3,2,2011-12-04 09:39:23,3,12,4,1095,334,1433
3229,12/4/2011 8:57:10 AM,Forgotten?,shaggy12,3,2,17,17,17,0,0,2011-12-04 08:57:10,3,12,4,1095,334,1433
3228,12/3/2011 7:16:49 PM,2 codes,gm101,1.46,155,7.064516129,7,4,24,15,2011-12-03 19:16:49,3,12,3,1095,334,1432
3227,12/3/2011 6:58:39 PM,Confusement park,gm101,1.47,210,3,3,3,39,19,2011-12-03 18:58:39,3,12,3,1095,334,1432
3226,12/3/2011 6:35:27 PM,Mygraehgin,gm101,1.63,43,23.7209302326,24,12,4,12,2011-12-03 18:35:27,3,12,3,1095,334,1432
3225,12/3/2011 4:33:00 PM,f,nuba,1.45,24,4.1666666667,3,3,2,8,2011-12-03 16:33:00,3,12,3,1095,334,1432
3224,12/2/2011 1:16:15 AM,A test,gm101,2,31,1.4838709677,1,1,0,12,2011-12-02 01:16:15,3,12,2,1095,334,1431
3223,12/2/2011 1:08:33 AM,That's the basic idea,gm101,1.85,139,6.309352518,6,6,35,5,2011-12-02 01:08:33,3,12,2,1095,334,1431
3222,12/2/2011 1:00:04 AM,BUDAMUM,gm101,1.79,110,14.9818181818,14,11,19,13,2011-12-02 01:00:04,3,12,2,1095,334,1431
3221,12/2/2011 12:49:39 AM,I'm back,gm101,2.1,60,16,10,9,13,6,2011-12-02 00:49:39,3,12,2,1095,334,1431
3220,12/1/2011 1:18:31 PM,Watch Out,juanpablo,3,8,11,8,8,4,2,2011-12-01 13:18:31,3,12,1,1095,334,1430
3219,12/1/2011 1:05:37 PM,easy as water,juanpablo,1.72,602,6.707641196,7,6,62,3,2011-12-01 13:05:37,3,12,1,1095,334,1430
3218,12/1/2011 3:05:54 AM,Binary Stack II,sticky,3.29,8,20.625,20,20,5,0,2011-12-01 03:05:54,3,12,1,1095,334,1430
3217,12/1/2011 3:05:33 AM,Binary Stack,sticky,3.5,10,28.9,29,27,7,0,2011-12-01 03:05:33,3,12,1,1095,334,1430
3216,11/30/2011 4:13:16 AM,Stars afraid of red,shaggy12,3,6,23.8333333333,25,20,2,0,2011-11-30 04:13:16,3,11,30,1095,304,1429
3215,11/28/2011 11:33:49 AM,A-MAZE-ing,shaggy12,3.33,19,5,5,5,1,2,2011-11-28 11:33:49,3,11,28,1095,304,1427
3214,11/27/2011 5:46:56 PM,S is for Shift,kraker,1.51,243,4.7037037037,4,4,50,14,2011-11-27 17:46:56,3,11,27,1095,304,1426
3213,11/26/2011 4:13:20 PM,Binary Binary,sticky,3.88,11,24.6363636364,24,20,8,0,2011-11-26 16:13:20,3,11,26,1095,304,1425
3212,11/25/2011 7:00:47 PM,Bad Puzzle,axorion,4,2,25,25,25,1,0,2011-11-25 19:00:47,3,11,25,1095,304,1424
3211,11/25/2011 8:19:45 AM,Obstructions,axorion,3.09,23,12,12,12,9,1,2011-11-25 08:19:45,3,11,25,1095,304,1424
3210,11/25/2011 3:58:40 AM,Extinguish the fire,shaggy12,4,6,15,15,15,4,0,2011-11-25 03:58:40,3,11,25,1095,304,1424
3209,11/24/2011 2:46:43 PM,Stocks...,kraker,3.5,4,13.25,14,12,1,0,2011-11-24 14:46:43,3,11,24,1095,304,1423
3208,11/24/2011 1:16:17 PM,Para miller,juanpablo,1.79,26,16.5384615385,7,7,1,8,2011-11-24 13:16:17,3,11,24,1095,304,1423
3207,11/24/2011 11:30:35 AM,hfad,santiagozubr,1.53,63,4.5396825397,4,4,5,10,2011-11-24 11:30:35,3,11,24,1095,304,1423
3206,11/24/2011 8:10:51 AM,Surprise Box,shaggy12,3.6,9,10.2222222222,10,10,4,0,2011-11-24 08:10:51,3,11,24,1095,304,1423
3205,11/23/2011 5:49:10 AM,3 o'clock,shaggy12,2.92,66,7.8636363636,8,7,25,0,2011-11-23 05:49:10,3,11,23,1095,304,1422
3204,11/22/2011 2:07:36 PM,Square Recursion,azure,2.82,33,6,6,6,7,0,2011-11-22 14:07:36,3,11,22,1095,304,1421
3203,11/22/2011 1:50:13 PM,yay,peterdrip,1.44,31,4.0967741935,4,4,2,9,2011-11-22 13:50:13,3,11,22,1095,304,1421
3202,11/22/2011 1:47:40 PM,have fun,peterdrip,1.4,33,3.303030303,3,3,2,8,2011-11-22 13:47:40,3,11,22,1095,304,1421
3201,11/22/2011 1:42:23 PM,just go,peterdrip,1.4,27,4.6666666667,4,4,1,9,2011-11-22 13:42:23,3,11,22,1095,304,1421
3200,11/22/2011 1:26:03 PM,Sencillo,juanpablo,1.56,65,4,4,4,5,10,2011-11-22 13:26:03,3,11,22,1095,304,1421
3199,11/22/2011 1:10:31 PM,5-4-3-3-3,juanpablo,2.57,15,14.2,18,8,4,2,2011-11-22 13:10:31,3,11,22,1095,304,1421
3198,11/22/2011 11:23:27 AM,Tiles around,racerdrago,1.15,55,4.3636363636,4,4,8,14,2011-11-22 11:23:27,3,11,22,1095,304,1421
3197,11/21/2011 10:11:27 PM,gm006 revisited,azure,2.79,45,6,6,6,12,0,2011-11-21 22:11:27,3,11,21,1095,304,1420
3196,11/21/2011 6:30:35 AM,Clover,shaggy12,2.47,45,19.8444444444,18,18,12,1,2011-11-21 06:30:35,3,11,21,1095,304,1420
3195,11/19/2011 12:36:04 PM,Wicked whirl,kraker,3.13,18,8,8,8,7,0,2011-11-19 12:36:04,3,11,19,1095,304,1418
3194,11/19/2011 12:13:04 PM,Emergency Exits,kraker,3.25,23,7,7,7,6,1,2011-11-19 12:13:04,3,11,19,1095,304,1418
3193,11/19/2011 3:00:48 AM,Blue and Green vs Red,shaggy12,3.67,5,28,0,26,2,0,2011-11-19 03:00:48,3,11,19,1095,304,1418
3192,11/18/2011 4:22:11 PM,An Average Puzzle,axorion,3.23,21,28.4285714286,30,20,8,0,2011-11-18 16:22:11,3,11,18,1095,304,1417
3191,11/18/2011 12:54:53 PM,Sink,shaggy12,2.45,61,6,6,6,14,3,2011-11-18 12:54:53,3,11,18,1095,304,1417
3190,11/17/2011 1:07:00 PM,Every step Count,juanpablo,5,2,20,20,20,1,0,2011-11-17 13:07:00,3,11,17,1095,304,1416
3189,11/17/2011 12:13:38 PM,Lost in a labyrinth,shaggy12,4,2,14,14,14,1,0,2011-11-17 12:13:38,3,11,17,1095,304,1416
3188,11/17/2011 11:38:19 AM,5 Stars - The Original,shaggy12,3.38,9,10.1111111111,10,10,4,1,2011-11-17 11:38:19,3,11,17,1095,304,1416
3187,11/17/2011 11:28:52 AM,aMAZEing,shaggy12,2.91,20,19.5,22,14,7,2,2011-11-17 11:28:52,3,11,17,1095,304,1416
3186,11/15/2011 1:33:07 PM,Tito!!,luisda,1.27,30,5.3333333333,4,4,1,9,2011-11-15 13:33:07,3,11,15,1095,304,1414
3185,11/15/2011 1:32:00 PM,C al reves,juanpablo,1.7,101,12.3366336634,12,6,16,13,2011-11-15 13:32:00,3,11,15,1095,304,1414
3184,11/15/2011 1:19:35 PM,Retorno,juanpablo,1.63,136,10.5735294118,12,6,23,18,2011-11-15 13:19:35,3,11,15,1095,304,1414
3183,11/14/2011 9:54:37 AM,Blue spiral 2,smylic,3.33,10,16.6,16,16,5,1,2011-11-14 09:54:37,3,11,14,1095,304,1413
3182,11/13/2011 11:38:22 PM,z003,zerosnake0,4.6,8,10,10,10,4,2,2011-11-13 23:38:22,3,11,13,1095,304,1412
3181,11/13/2011 7:51:19 PM,z002,zerosnake0,3.14,26,6.3461538462,6,6,5,0,2011-11-13 19:51:19,3,11,13,1095,304,1412
3180,11/13/2011 6:59:47 PM,z001,zerosnake0,3,22,7.9090909091,7,7,5,0,2011-11-13 18:59:47,3,11,13,1095,304,1412
3179,11/13/2011 2:08:45 PM,Log on (and on),kraker,3.67,4,16,16,16,1,0,2011-11-13 14:08:45,3,11,13,1095,304,1412
3178,11/11/2011 12:33:12 PM,Gone in 60 seconds,shaggy12,2.75,32,5,5,5,8,2,2011-11-11 12:33:12,3,11,11,1095,304,1410
3177,11/10/2011 3:31:58 PM,turn,twisted_pro,1.48,100,4.75,4,4,15,9,2011-11-10 15:31:58,3,11,10,1095,304,1409
3176,11/10/2011 3:27:01 PM,A Bug,shaggy12,3.11,18,22.0555555556,26,17,6,0,2011-11-10 15:27:01,3,11,10,1095,304,1409
3175,11/10/2011 3:09:53 PM,Mr. Magoo,axorion,2.8,10,10.7,10,10,2,0,2011-11-10 15:09:53,3,11,10,1095,304,1409
3174,11/10/2011 11:11:58 AM,EASI2,eqm95,1.33,795,9.3698113208,9,7,100,58,2011-11-10 11:11:58,3,11,10,1095,304,1409
3173,11/10/2011 11:09:11 AM,EASI,eqm95,1.57,30,1.8666666667,1,1,0,9,2011-11-10 11:09:11,3,11,10,1095,304,1409
3172,11/10/2011 12:44:46 AM,Romeo and Juliet,carrben12,3.44,16,13.375,13,13,6,1,2011-11-10 00:44:46,3,11,10,1095,304,1409
3171,11/9/2011 7:12:22 PM,Log 3,kraker,3.67,5,13.4,12,12,1,0,2011-11-09 19:12:22,3,11,9,1095,304,1408
3170,11/9/2011 12:34:07 PM,Blue spiral,jouni,3.11,19,15.7368421053,15,14,5,0,2011-11-09 12:34:07,3,11,9,1095,304,1408
3169,11/8/2011 1:48:53 PM,Diminuendo,kraker,2.78,41,11,11,9,17,2,2011-11-08 13:48:53,3,11,8,1095,304,1407
3168,11/8/2011 1:31:03 PM,Nonsense,juanpablo,1.37,575,7,7,7,98,38,2011-11-08 13:31:03,3,11,8,1095,304,1407
3167,11/8/2011 1:26:33 PM,Gunfighting,kraker,3.3,31,6.3548387097,6,6,11,0,2011-11-08 13:26:33,3,11,8,1095,304,1407
3166,11/8/2011 12:56:53 PM,Alberto Barney Gutierrez no puede,juanpablo,1.45,272,4.5220588235,4,4,56,19,2011-11-08 12:56:53,3,11,8,1095,304,1407
3165,11/8/2011 12:19:10 PM,Curvy path,jouni,3.25,18,25.9444444444,26,23,10,1,2011-11-08 12:19:10,3,11,8,1095,304,1407
3164,11/8/2011 4:53:21 AM,Test for beginners,shaggy12,3.5,5,30.8,0,28,1,0,2011-11-08 04:53:21,3,11,8,1095,304,1407
3163,11/6/2011 2:07:39 PM,Kite,kraker,3.29,10,22.7,25,18,2,0,2011-11-06 14:07:39,3,11,6,1095,304,1405
3162,11/6/2011 10:12:00 AM,Stretched duplicate,jouni,3.2,49,13.8775510204,14,13,22,0,2011-11-06 10:12:00,3,11,6,1095,304,1405
3161,11/5/2011 3:05:28 PM,Horlepiep,kraker,3.13,15,11.3333333333,11,11,6,1,2011-11-05 15:05:28,3,11,5,1095,304,1404
3160,11/4/2011 11:46:17 PM,????,benjaminrr,3.33,14,29.7142857143,0,16,7,1,2011-11-04 23:46:17,3,11,4,1095,304,1403
3159,11/4/2011 4:40:59 PM,Eight-way path,jouni,2.82,36,13,13,11,10,1,2011-11-04 16:40:59,3,11,4,1095,304,1403
3158,11/3/2011 2:33:37 PM,Baby,millertime,1.45,39,3.1282051282,3,3,2,9,2011-11-03 14:33:37,3,11,3,1095,304,1402
3157,11/3/2011 12:59:25 PM,uajuco,marcelogzz,2.09,68,5.1323529412,4,4,9,7,2011-11-03 12:59:25,3,11,3,1095,304,1402
3156,11/3/2011 5:27:43 AM,Easy,juanpablo,1.58,182,7.8351648352,8,7,33,15,2011-11-03 05:27:43,3,11,3,1095,304,1402
3155,11/3/2011 5:17:40 AM,5,juanpablo,1.41,383,5,5,5,67,25,2011-11-03 05:17:40,3,11,3,1095,304,1402
3154,11/3/2011 4:55:48 AM,Confuse,juanpablo,1.87,151,8.4900662252,9,7,25,7,2011-11-03 04:55:48,3,11,3,1095,304,1402
