puzzleid,functions,function_lengths,paint
4222,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
4221,4,"['-sublen6', '-sublen6', '-sublen10', '-sublen3']",[0]
4220,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
4219,5,"['-sublen8', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
4218,3,"['-sublen10', '-sublen4', '-sublen2']",[0]
4217,4,"['-sublen8', '-sublen6', '-sublen5', '-sublen3']",[0]
4216,5,"['-sublen6', '-sublen6', '-sublen5', '-sublen5', '-sublen8']",[0]
4215,4,"['-sublen8', '-sublen4', '-sublen2', '-sublen1']",[0]
4214,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4213,3,"['-sublen10', '-sublen4', '-sublen3']",[0]
4212,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen4', '-sublen4']",[1]
4211,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen3', '-sublen8']",[1]
4210,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4209,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen6', '-sublen3']",[1]
4208,3,"['-sublen8', '-sublen4', '-sublen2']",[0]
4207,5,"['-sublen8', '-sublen6', '-sublen6', '-sublen8', '-sublen3']",[1]
4206,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4205,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen5']",[0]
4204,5,"['-sublen9', '-sublen9', '-sublen9', '-sublen9', '-sublen2']",[0]
4203,5,"['-sublen5', '-sublen10', '-sublen9', '-sublen4', '-sublen3']",[1]
4202,2,"['-sublen10', '-sublen3']",[0]
4201,3,"['-sublen2', '-sublen10', '-sublen2']",[0]
4200,2,"['-sublen5', '-sublen5']",[0]
4199,3,"['-sublen5', '-sublen5', '-sublen6']",[1]
4198,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen3', '-sublen3']",[0]
4197,5,"['-sublen6', '-sublen6', '-sublen4', '-sublen4', '-sublen8']",[0]
4196,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[1]
4195,3,"['-sublen5', '-sublen5', '-sublen10']",[1]
4194,1,['-sublen8'],[0]
4193,2,"['-sublen5', '-sublen5']",[0]
4192,2,"['-sublen5', '-sublen2']",[0]
4191,2,"['-sublen10', '-sublen10']",[0]
4190,3,"['-sublen9', '-sublen6', '-sublen6']",[0]
4189,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen2']",[0]
4188,3,"['-sublen7', '-sublen5', '-sublen5']",[0]
4187,2,"['-sublen4', '-sublen2']",[1]
4186,2,"['-sublen10', '-sublen10']",[1]
4185,2,"['-sublen5', '-sublen3']",[1]
4184,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
4183,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen3', '-sublen3']",[0]
4182,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
4181,5,"['-sublen10', '-sublen10', '-sublen8', '-sublen5', '-sublen5']",[0]
4180,1,['-sublen4'],[0]
4179,1,['-sublen4'],[0]
4178,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
4177,2,"['-sublen5', '-sublen3']",[0]
4176,4,"['-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
4175,5,"['-sublen8', '-sublen6', '-sublen5', '-sublen5', '-sublen5']",[1]
4174,5,"['-sublen10', '-sublen10', '-sublen7', '-sublen7', '-sublen7']",[1]
4173,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4172,2,"['-sublen10', '-sublen10']",[0]
4171,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4170,2,"['-sublen10', '-sublen10']",[0]
4169,5,"['-sublen10', '-sublen7', '-sublen7', '-sublen7', '-sublen5']",[0]
4168,2,"['-sublen6', '-sublen4']",[0]
4167,3,"['-sublen6', '-sublen4', '-sublen3']",[0]
4166,4,"['-sublen7', '-sublen3', '-sublen3', '-sublen3']",[0]
4165,4,"['-sublen5', '-sublen5', '-sublen10', '-sublen5']",[0]
4164,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4163,1,['-sublen10'],[1]
4162,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4161,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4160,5,"['-sublen8', '-sublen4', '-sublen4', '-sublen2', '-sublen2']",[1]
4159,2,"['-sublen10', '-sublen10']",[0]
4158,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
4157,4,"['-sublen5', '-sublen3', '-sublen3', '-sublen3']",[0]
4156,3,"['-sublen6', '-sublen3', '-sublen3']",[1]
4155,1,['-sublen8'],[1]
4154,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4153,2,"['-sublen10', '-sublen10']",[1]
4152,2,"['-sublen10', '-sublen10']",[1]
4151,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4150,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4149,2,"['-sublen4', '-sublen6']",[0]
4148,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4147,2,"['-sublen4', '-sublen6']",[0]
4146,2,"['-sublen3', '-sublen3']",[0]
4145,1,['-sublen10'],[0]
4144,2,"['-sublen10', '-sublen10']",[0]
4143,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen7', '-sublen7']",[1]
4142,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4141,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4140,1,['-sublen10'],[1]
4139,2,"['-sublen3', '-sublen6']",[1]
4138,2,"['-sublen4', '-sublen6']",[1]
4137,3,"['-sublen7', '-sublen4', '-sublen4']",[0]
4136,2,"['-sublen10', '-sublen3']",[0]
4135,5,"['-sublen6', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[1]
4134,4,"['-sublen5', '-sublen6', '-sublen6', '-sublen8']",[0]
4133,4,"['-sublen3', '-sublen2', '-sublen2', '-sublen10']",[1]
4132,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
4131,3,"['-sublen7', '-sublen5', '-sublen5']",[0]
4130,3,"['-sublen5', '-sublen5', '-sublen2']",[0]
4129,2,"['-sublen10', '-sublen10']",[0]
4128,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4127,2,"['-sublen5', '-sublen5']",[0]
4126,2,"['-sublen10', '-sublen10']",[1]
4125,2,"['-sublen6', '-sublen6']",[0]
4124,2,"['-sublen3', '-sublen10']",[0]
4123,2,"['-sublen10', '-sublen6']",[0]
4122,2,"['-sublen2', '-sublen10']",[0]
4121,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4120,5,"['-sublen8', '-sublen5', '-sublen8', '-sublen5', '-sublen5']",[0]
4119,2,"['-sublen7', '-sublen3']",[0]
4118,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4117,2,"['-sublen8', '-sublen9']",[0]
4116,2,"['-sublen5', '-sublen4']",[0]
4115,2,"['-sublen8', '-sublen10']",[0]
4114,4,"['-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
4113,2,"['-sublen10', '-sublen10']",[1]
4112,3,"['-sublen4', '-sublen4', '-sublen2']",[1]
4111,1,['-sublen8'],[1]
4110,1,['-sublen10'],[1]
4109,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
4108,4,"['-sublen4', '-sublen3', '-sublen2', '-sublen2']",[0]
4107,1,['-sublen10'],[0]
4106,2,"['-sublen10', '-sublen10']",[0]
4105,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
4104,2,"['-sublen4', '-sublen3']",[1]
4103,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen5']",[1]
4102,4,"['-sublen6', '-sublen4', '-sublen3', '-sublen6']",[0]
4101,1,['-sublen9'],[0]
4100,5,"['-sublen4', '-sublen7', '-sublen2', '-sublen4', '-sublen2']",[1]
4099,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
4098,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen6', '-sublen8']",[1]
4097,4,"['-sublen10', '-sublen2', '-sublen2', '-sublen2']",[0]
4096,4,"['-sublen8', '-sublen4', '-sublen3', '-sublen2']",[0]
4095,4,"['-sublen6', '-sublen2', '-sublen4', '-sublen4']",[0]
4094,1,['-sublen8'],[1]
4093,1,['-sublen8'],[1]
4092,1,['-sublen9'],[0]
4091,1,['-sublen9'],[0]
4090,2,"['-sublen10', '-sublen10']",[0]
4089,2,"['-sublen4', '-sublen4']",[0]
4088,1,['-sublen5'],[0]
4087,3,"['-sublen8', '-sublen10', '-sublen5']",[1]
4086,3,"['-sublen2', '-sublen5', '-sublen7']",[0]
4085,5,"['-sublen8', '-sublen8', '-sublen4', '-sublen8', '-sublen8']",[0]
4084,3,"['-sublen8', '-sublen8', '-sublen8']",[0]
4083,1,['-sublen7'],[0]
4082,1,['-sublen5'],[0]
4081,2,"['-sublen10', '-sublen10']",[0]
4080,1,['-sublen6'],[0]
4079,3,"['-sublen4', '-sublen3', '-sublen4']",[1]
4078,2,"['-sublen10', '-sublen10']",[1]
4077,2,"['-sublen5', '-sublen3']",[1]
4076,4,"['-sublen5', '-sublen10', '-sublen2', '-sublen10']",[1]
4075,2,"['-sublen7', '-sublen4']",[0]
4074,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4073,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
4072,2,"['-sublen10', '-sublen10']",[0]
4071,5,"['-sublen8', '-sublen10', '-sublen4', '-sublen3', '-sublen3']",[0]
4070,5,"['-sublen8', '-sublen10', '-sublen4', '-sublen3', '-sublen3']",[0]
4069,5,"['-sublen5', '-sublen4', '-sublen7', '-sublen4', '-sublen3']",[0]
4068,2,"['-sublen6', '-sublen6']",[0]
4067,5,"['-sublen8', '-sublen8', '-sublen10', '-sublen10', '-sublen10']",[0]
4066,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen5', '-sublen5']",[1]
4065,2,"['-sublen5', '-sublen6']",[1]
4064,2,"['-sublen10', '-sublen10']",[0]
4063,1,['-sublen10'],[0]
4062,2,"['-sublen10', '-sublen10']",[1]
4061,2,"['-sublen10', '-sublen10']",[0]
4060,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen5']",[0]
4059,1,['-sublen5'],[0]
4058,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
4057,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4056,4,"['-sublen10', '-sublen10', '-sublen3', '-sublen3']",[0]
4055,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
4054,4,"['-sublen6', '-sublen5', '-sublen5', '-sublen4']",[1]
4053,3,"['-sublen2', '-sublen8', '-sublen6']",[1]
4052,5,"['-sublen10', '-sublen3', '-sublen2', '-sublen4', '-sublen2']",[0]
4051,3,"['-sublen7', '-sublen10', '-sublen10']",[0]
4050,2,"['-sublen7', '-sublen7']",[0]
4049,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4048,2,"['-sublen3', '-sublen5']",[0]
4047,1,['-sublen7'],[0]
4046,3,"['-sublen3', '-sublen4', '-sublen4']",[0]
4045,3,"['-sublen3', '-sublen4', '-sublen5']",[0]
4044,2,"['-sublen5', '-sublen3']",[0]
4043,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
4042,2,"['-sublen5', '-sublen3']",[0]
4041,1,['-sublen6'],[1]
4040,5,"['-sublen4', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
4039,5,"['-sublen4', '-sublen1', '-sublen3', '-sublen1', '-sublen3']",[0]
4038,2,"['-sublen10', '-sublen5']",[0]
4037,2,"['-sublen10', '-sublen2']",[1]
4036,2,"['-sublen10', '-sublen10']",[1]
4035,2,"['-sublen5', '-sublen7']",[1]
4034,2,"['-sublen5', '-sublen7']",[1]
4033,2,"['-sublen2', '-sublen6']",[0]
4032,5,"['-sublen1', '-sublen1', '-sublen1', '-sublen1', '-sublen4']",[0]
4031,3,"['-sublen1', '-sublen2', '-sublen2']",[0]
4030,1,['-sublen5'],[0]
4029,1,['-sublen5'],[1]
4028,1,['-sublen4'],[1]
4027,1,['-sublen4'],[1]
4026,3,"['-sublen6', '-sublen10', '-sublen9']",[0]
4025,2,"['-sublen2', '-sublen4']",[0]
4024,2,"['-sublen5', '-sublen2']",[1]
4023,2,"['-sublen4', '-sublen4']",[0]
4022,3,"['-sublen10', '-sublen10', '-sublen9']",[0]
4021,2,"['-sublen10', '-sublen10']",[0]
4020,1,['-sublen4'],[0]
4019,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen9']",[0]
4018,2,"['-sublen10', '-sublen10']",[0]
4017,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
4016,2,"['-sublen10', '-sublen10']",[1]
4015,2,"['-sublen6', '-sublen4']",[0]
4014,5,"['-sublen4', '-sublen4', '-sublen3', '-sublen2', '-sublen3']",[0]
4013,3,"['-sublen10', '-sublen10', '-sublen10']",[1]
4012,2,"['-sublen9', '-sublen2']",[0]
4011,1,['-sublen10'],[0]
4010,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
4009,4,"['-sublen7', '-sublen7', '-sublen2', '-sublen2']",[1]
4008,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
4007,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4006,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
4005,2,"['-sublen2', '-sublen10']",[0]
4004,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen2', '-sublen2']",[0]
4003,1,['-sublen7'],[1]
4002,2,"['-sublen5', '-sublen3']",[1]
4001,3,"['-sublen2', '-sublen5', '-sublen6']",[1]
4000,4,"['-sublen3', '-sublen6', '-sublen3', '-sublen6']",[0]
3999,1,['-sublen5'],[0]
3998,3,"['-sublen1', '-sublen4', '-sublen10']",[0]
3997,2,"['-sublen5', '-sublen5']",[0]
3996,1,['-sublen8'],[0]
3995,2,"['-sublen5', '-sublen2']",[0]
3994,1,['-sublen4'],[0]
3993,2,"['-sublen7', '-sublen7']",[0]
3992,5,"['-sublen6', '-sublen6', '-sublen5', '-sublen8', '-sublen5']",[1]
3991,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen6', '-sublen6']",[1]
3990,1,['-sublen10'],[1]
3989,1,['-sublen10'],[1]
3988,1,['-sublen10'],[0]
3987,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3986,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3985,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
3984,2,"['-sublen5', '-sublen3']",[0]
3983,3,"['-sublen3', '-sublen3', '-sublen3']",[1]
3982,5,"['-sublen10', '-sublen5', '-sublen6', '-sublen6', '-sublen5']",[1]
3981,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[1]
3980,4,"['-sublen10', '-sublen3', '-sublen3', '-sublen3']",[0]
3979,2,"['-sublen4', '-sublen2']",[1]
3978,5,"['-sublen5', '-sublen9', '-sublen5', '-sublen6', '-sublen2']",[1]
3977,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3976,2,"['-sublen5', '-sublen3']",[1]
3975,2,"['-sublen2', '-sublen8']",[0]
3974,2,"['-sublen10', '-sublen10']",[0]
3973,1,['-sublen5'],[0]
3972,3,"['-sublen9', '-sublen3', '-sublen2']",[0]
3971,2,"['-sublen10', '-sublen2']",[0]
3970,2,"['-sublen4', '-sublen3']",[0]
3969,3,"['-sublen4', '-sublen3', '-sublen4']",[0]
3968,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen6', '-sublen3']",[0]
3967,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3966,2,"['-sublen2', '-sublen3']",[0]
3965,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen2']",[1]
3964,2,"['-sublen10', '-sublen10']",[1]
3963,2,"['-sublen10', '-sublen5']",[0]
3962,1,['-sublen5'],[0]
3961,1,['-sublen6'],[1]
3960,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3959,1,['-sublen6'],[0]
3958,1,['-sublen6'],[1]
3957,1,['-sublen5'],[0]
3956,2,"['-sublen4', '-sublen4']",[0]
3955,2,"['-sublen10', '-sublen10']",[0]
3954,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3953,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3952,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen3']",[1]
3951,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3950,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen10', '-sublen3']",[1]
3949,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
3948,5,"['-sublen5', '-sublen8', '-sublen8', '-sublen10', '-sublen3']",[1]
3947,2,"['-sublen10', '-sublen10']",[1]
3946,3,"['-sublen7', '-sublen9', '-sublen10']",[0]
3945,2,"['-sublen10', '-sublen10']",[0]
3944,5,"['-sublen9', '-sublen8', '-sublen7', '-sublen6', '-sublen5']",[0]
3943,2,"['-sublen5', '-sublen5']",[0]
3942,2,"['-sublen10', '-sublen10']",[0]
3941,3,"['-sublen3', '-sublen2', '-sublen4']",[1]
3940,5,"['-sublen10', '-sublen8', '-sublen8', '-sublen10', '-sublen3']",[1]
3939,2,"['-sublen6', '-sublen8']",[0]
3938,1,['-sublen5'],[0]
3937,5,"['-sublen5', '-sublen8', '-sublen8', '-sublen8', '-sublen3']",[1]
3936,2,"['-sublen4', '-sublen7']",[0]
3935,1,['-sublen4'],[1]
3934,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
3933,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
3932,4,"['-sublen10', '-sublen5', '-sublen10', '-sublen10']",[1]
3931,2,"['-sublen5', '-sublen10']",[1]
3930,4,"['-sublen5', '-sublen9', '-sublen6', '-sublen6']",[0]
3929,2,"['-sublen5', '-sublen7']",[1]
3928,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[0]
3927,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[0]
3926,3,"['-sublen10', '-sublen10', '-sublen2']",[1]
3925,5,"['-sublen2', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
3924,3,"['-sublen6', '-sublen6', '-sublen6']",[1]
3923,3,"['-sublen4', '-sublen5', '-sublen4']",[1]
3922,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
3921,2,"['-sublen10', '-sublen2']",[0]
3920,1,['-sublen7'],[0]
3919,5,"['-sublen10', '-sublen4', '-sublen4', '-sublen4', '-sublen4']",[0]
3918,5,"['-sublen10', '-sublen7', '-sublen5', '-sublen5', '-sublen5']",[1]
3917,3,"['-sublen4', '-sublen4', '-sublen4']",[1]
3916,2,"['-sublen9', '-sublen3']",[1]
3915,3,"['-sublen10', '-sublen10', '-sublen9']",[1]
3914,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen10']",[1]
3913,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen2']",[0]
3912,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen8', '-sublen3']",[1]
3911,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[1]
3910,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[1]
3909,1,['-sublen5'],[0]
3908,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[1]
3907,2,"['-sublen5', '-sublen5']",[0]
3906,1,['-sublen5'],[0]
3905,1,['-sublen5'],[0]
3904,3,"['-sublen5', '-sublen3', '-sublen3']",[0]
3903,4,"['-sublen6', '-sublen1', '-sublen4', '-sublen3']",[1]
3902,1,['-sublen5'],[0]
3901,2,"['-sublen4', '-sublen4']",[0]
3900,1,['-sublen10'],[0]
3899,2,"['-sublen5', '-sublen8']",[0]
3898,1,['-sublen7'],[0]
3897,2,"['-sublen5', '-sublen2']",[0]
3896,1,['-sublen10'],[1]
3895,5,"['-sublen2', '-sublen10', '-sublen3', '-sublen2', '-sublen2']",[1]
3894,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[1]
3893,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3892,3,"['-sublen5', '-sublen5', '-sublen3']",[0]
3891,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3890,2,"['-sublen2', '-sublen6']",[0]
3889,4,"['-sublen10', '-sublen10', '-sublen5', '-sublen5']",[1]
3888,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3887,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3886,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3885,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3884,2,"['-sublen5', '-sublen3']",[0]
3883,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3882,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
3881,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3880,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3879,5,"['-sublen10', '-sublen8', '-sublen7', '-sublen6', '-sublen5']",[0]
3878,2,"['-sublen10', '-sublen10']",[0]
3877,2,"['-sublen10', '-sublen10']",[1]
3876,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3875,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[0]
3874,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3873,2,"['-sublen7', '-sublen7']",[1]
3872,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3871,5,"['-sublen6', '-sublen6', '-sublen6', '-sublen6', '-sublen2']",[1]
3870,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3869,5,"['-sublen5', '-sublen10', '-sublen6', '-sublen3', '-sublen3']",[1]
3868,5,"['-sublen3', '-sublen10', '-sublen6', '-sublen3', '-sublen3']",[1]
3867,2,"['-sublen3', '-sublen10']",[1]
3866,5,"['-sublen4', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3865,5,"['-sublen5', '-sublen5', '-sublen10', '-sublen10', '-sublen10']",[1]
3864,5,"['-sublen8', '-sublen8', '-sublen5', '-sublen3', '-sublen3']",[1]
3863,5,"['-sublen4', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3862,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
3861,5,"['-sublen3', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
3860,5,"['-sublen4', '-sublen3', '-sublen3', '-sublen3', '-sublen2']",[0]
3859,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3858,4,"['-sublen2', '-sublen5', '-sublen5', '-sublen10']",[0]
3857,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
3856,5,"['-sublen10', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
3855,3,"['-sublen2', '-sublen2', '-sublen8']",[0]
3854,3,"['-sublen6', '-sublen3', '-sublen3']",[0]
3853,5,"['-sublen7', '-sublen5', '-sublen7', '-sublen5', '-sublen3']",[1]
3852,5,"['-sublen4', '-sublen9', '-sublen9', '-sublen9', '-sublen4']",[1]
3851,1,['-sublen10'],[1]
3850,3,"['-sublen3', '-sublen7', '-sublen6']",[1]
3849,4,"['-sublen8', '-sublen8', '-sublen4', '-sublen4']",[1]
3848,4,"['-sublen4', '-sublen4', '-sublen4', '-sublen4']",[1]
3847,1,['-sublen10'],[0]
3846,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen10', '-sublen10']",[1]
3845,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen10']",[0]
3844,2,"['-sublen3', '-sublen2']",[0]
3843,3,"['-sublen5', '-sublen5', '-sublen10']",[0]
3842,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
3841,5,"['-sublen3', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
3840,4,"['-sublen4', '-sublen4', '-sublen2', '-sublen2']",[0]
3839,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
3838,1,['-sublen10'],[0]
3837,4,"['-sublen8', '-sublen8', '-sublen6', '-sublen6']",[1]
3836,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen10']",[1]
3835,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen4', '-sublen3']",[1]
3834,5,"['-sublen4', '-sublen3', '-sublen5', '-sublen5', '-sublen5']",[1]
3833,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen4', '-sublen3']",[1]
3832,5,"['-sublen4', '-sublen4', '-sublen4', '-sublen9', '-sublen9']",[1]
3831,5,"['-sublen6', '-sublen4', '-sublen4', '-sublen3', '-sublen3']",[1]
3830,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen4', '-sublen3']",[1]
3829,3,"['-sublen5', '-sublen4', '-sublen3']",[0]
3828,4,"['-sublen6', '-sublen5', '-sublen4', '-sublen3']",[1]
3827,2,"['-sublen4', '-sublen3']",[0]
3826,4,"['-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
3825,1,['-sublen7'],[0]
3824,2,"['-sublen9', '-sublen4']",[0]
3823,5,"['-sublen7', '-sublen10', '-sublen3', '-sublen7', '-sublen7']",[0]
3822,3,"['-sublen10', '-sublen4', '-sublen4']",[0]
3821,2,"['-sublen10', '-sublen5']",[0]
3820,3,"['-sublen2', '-sublen3', '-sublen3']",[0]
3819,2,"['-sublen2', '-sublen6']",[0]
3818,2,"['-sublen2', '-sublen6']",[1]
3817,5,"['-sublen5', '-sublen10', '-sublen5', '-sublen5', '-sublen10']",[0]
3816,2,"['-sublen10', '-sublen10']",[0]
3815,1,['-sublen10'],[0]
